Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0010,0.000001,0.0000,0.9915
100,64,0.0010,0.000001,0.1000,0.9902
100,64,0.0010,0.000010,0.0500,0.9901
100,64,0.0005,0.000010,0.0500,0.9901
100,64,0.0010,0.000010,0.0000,0.9898
100,64,0.0010,0.000001,0.0500,0.9898
100,64,0.0005,0.000010,0.1000,0.9898
100,64,0.0005,0.000010,0.0000,0.9897
100,64,0.0010,0.000010,0.1000,0.9896
100,64,0.0005,0.000001,0.1000,0.9895
100,64,0.0005,0.000001,0.0000,0.9894
100,64,0.0005,0.000001,0.0500,0.9893
