Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0005,0.000001,0.1000,0.9039
100,64,0.0010,0.000010,0.1000,0.9037
100,64,0.0005,0.000010,0.1000,0.9037
100,64,0.0010,0.000001,0.1000,0.9028
100,64,0.0005,0.000001,0.0500,0.9015
100,64,0.0005,0.000001,0.0000,0.9008
100,64,0.0010,0.000010,0.0500,0.9002
100,64,0.0010,0.000001,0.0500,0.9002
100,64,0.0005,0.000010,0.0000,0.8995
100,64,0.0005,0.000010,0.0500,0.8983
100,64,0.0010,0.000010,0.0000,0.8975
100,64,0.0010,0.000001,0.0000,0.8964
