Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0010,0.000001,0.1000,0.9024
100,64,0.0010,0.000010,0.1000,0.9020
100,64,0.0010,0.000010,0.0500,0.9015
100,64,0.0010,0.000001,0.0500,0.9015
100,64,0.0005,0.000010,0.0500,0.9008
100,64,0.0005,0.000010,0.1000,0.9006
100,64,0.0005,0.000001,0.0500,0.9006
100,64,0.0005,0.000001,0.1000,0.9000
100,64,0.0010,0.000001,0.0000,0.8999
100,64,0.0010,0.000010,0.0000,0.8993
100,64,0.0005,0.000010,0.0000,0.8988
100,64,0.0005,0.000001,0.0000,0.8982
