Epoch,Batch Size,LR_max,LR_min,Dropout,Accuracy
100,64,0.0010,0.000001,0.0000,0.9166
100,64,0.0010,0.000010,0.1000,0.9164
100,64,0.0010,0.000001,0.1000,0.9164
100,64,0.0005,0.000010,0.0500,0.9147
100,64,0.0005,0.000001,0.1000,0.9141
100,64,0.0005,0.000001,0.0500,0.9132
100,64,0.0005,0.000001,0.0000,0.9131
100,64,0.0010,0.000010,0.0500,0.9125
100,64,0.0010,0.000001,0.0500,0.9120
100,64,0.0005,0.000010,0.1000,0.9114
100,64,0.0010,0.000010,0.0000,0.9110
100,64,0.0005,0.000010,0.0000,0.9078
